סמל יישוב,שם יישוב,NAME OF LOCALITY,צורת יישוב,אוכלוסיית המדד 2021[1],ערך מדד 2021[2],דירוג 2021[3] , אשכול 2021[4], אשכול 2019[4]
CODE OF LOCALITY,,,TYPE OF LOCALITY,INDEX POPULATION 2021[1],INDEX VALUE 2021[2],RANK 2021[3] , CLUSTER 2021[4] , CLUSTER 2019[4]
3649,שקד,Shaqed,370,"1,081",0.547,437,7,7
3778,עץ אפרים,Ez Efrayim,190,"2,519",0.572,447,7,7
3727,עלי זהב,Ale Zahav,190,"4,280",0.601,457,7,7
3720,שערי תקווה,Sha'are Tiqwa,180,"6,122",0.883,610,7,7
3791,צופים,Zufim,190,"2,488",0.889,616,7,7
3568,ריחן,Rehan,320,384,0.981,657,7,7
3654,ברקן,Barqan,190,"2,005",1.075,696,8,8
3567,סלעית,Sal'it,310,"1,426",1.483,866,9,9
338,איבים,Ibbim,340,721,-3.192,3,1,1
844,נחל עוז,Nahal Oz,330,471,0.404,370,7,7
811,יכיני,Yakhini,310,724,0.432,386,7,7
362,רוחמה,Ruhama,330,738,0.920,627,7,7
348,ניר עם,Nir Am,330,683,1.007,666,7,8
714,ארז,Erez,330,608,1.008,667,7,8
668,מפלסים,Mefallesim,330,"1,037",1.088,704,8,8
424,גבים,Gevim,330,617,1.095,709,8,8
336,דורות,Dorot,330,870,1.185,745,8,8
67,אור הנר,Or HaNer,330,809,1.270,789,8,8
845,כפר עזה,Kefar Azza,330,765,1.293,796,8,8
428,ברור חיל,Beror Hayil,330,996,1.516,873,9,9
766,קוממיות,Qomemiyyut,310,555,-2.150,13,1,1
1145,אלומה,Alumma,350,"1,163",-0.404,143,4,3
37,איתן,Etan,310,520,-0.214,171,5,5
400,אבן שמואל,Even Shemu'el,190,"2,279",-0.187,176,5,6
815,זבדיאל,Zavdi'el,310,615,-0.126,191,5,5
873,שלווה,Shalwa,310,584,-0.107,194,5,5
818,זרחיה,Zerahya,310,755,-0.091,199,5,5
15,נועם,No'am,310,360,-0.027,217,5,5
826,עוזה,Uza,310,406,0.040,231,5,5
2051,רווחה,Rewaha,310,567,0.055,235,5,5
1098,מרכז שפירא,Merkaz Shappira,190,"2,589",0.258,309,6,6
620,משואות יצחק,Massu'ot Yizhaq,320,685,0.286,318,6,5
622,עין צורים,En Zurim,330,861,0.328,337,6,6
692,שפיר,Shafir,310,911,0.623,470,7,7
2042,עין גדי,En Gedi,330,588,0.256,308,6,6
1124,נאות הכיכר,Ne'ot HaKikkar,310,443,0.730,526,7,8
1261,הר עמשא,Har Amasa,330,239,0.783,556,7,7
1251,עין תמר,En Tamar,310,197,1.585,893,9,10
